Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Delivery_distance,Time_to_pick,Month,Time_of_Day_Ordered
32.0,4.5,Fog,Jam,0,Buffet,motorcycle,1.0,0,PUNE,30,7.66,4.8,Mar,Night
30.0,4.7,Windy,Low,0,Drinks,motorcycle,1.0,0,SUR,24,16.72,4.8,Mar,Night
23.0,4.6,Windy,Jam,0,Snack,motorcycle,1.0,0,INDO,27,13.61,4.8,Mar,Night
31.0,4.2,Windy,Medium,2,Meal,electric_scooter,1.0,0,INDO,32,9.07,9.6,Mar,Evening
20.0,4.5,Sandstorms,Jam,0,Drinks,motorcycle,1.0,0,SUR,29,7.6,4.8,Mar,Night
28.0,4.5,Sandstorms,Low,0,Snack,motorcycle,1.0,0,JAP,27,1.49,9.6,Mar,Morning
22.0,4.9,Cloudy,Low,1,Snack,motorcycle,0.0,0,MYS,11,1.55,4.8,Mar,Morning
20.0,4.7,Cloudy,Medium,1,Buffet,motorcycle,1.0,0,HYD,13,9.22,4.8,Mar,Evening
34.0,4.8,Windy,Low,1,Buffet,scooter,1.0,0,RANCHI,27,19.62,4.8,Mar,Night
38.0,4.8,Windy,High,1,Snack,scooter,1.0,0,CHEN,25,6.21,5.4,Mar,Evening
32.0,4.5,Cloudy,High,2,Buffet,motorcycle,1.0,0,RANCHI,27,6.04,5.4,Apr,Evening
34.0,4.9,Sunny,Low,2,Snack,scooter,1.0,0,PUNE,26,16.85,9.6,Mar,Night
33.0,3.9,Windy,Medium,2,Meal,electric_scooter,1.0,0,INDO,32,13.61,4.8,Mar,Evening
34.0,4.5,Windy,Low,1,Meal,motorcycle,1.0,0,INDO,25,3.03,10.2,Mar,Morning
34.0,4.7,Sunny,Jam,0,Drinks,motorcycle,1.0,0,MYS,29,7.77,15.0,Mar,Night
26.0,4.6,Cloudy,Jam,1,Buffet,scooter,0.0,0,SUR,32,10.64,4.8,Mar,Night
31.0,4.0,Cloudy,Low,0,Drinks,motorcycle,1.0,0,BANG,35,12.42,10.2,Mar,Night
39.0,4.8,Sunny,High,0,Drinks,motorcycle,1.0,0,SUR,27,6.08,15.0,Mar,Evening
27.0,4.8,Sunny,Low,1,Meal,motorcycle,0.0,0,ALH,15,1.57,9.6,Feb,Morning
32.0,5.0,Cloudy,Jam,2,Buffet,scooter,1.0,0,HYD,27,7.68,15.0,Mar,Night
32.0,4.5,Stormy,Medium,0,Meal,motorcycle,1.0,0,KOL,30,7.57,4.8,Feb,Evening
39.0,4.1,Sunny,Medium,0,Snack,motorcycle,1.0,0,RANCHI,32,10.56,9.6,Mar,Night
36.0,4.8,Stormy,Low,2,Meal,electric_scooter,0.0,0,PUNE,25,1.53,4.8,Mar,Morning
38.0,3.7,Stormy,Jam,1,Meal,motorcycle,1.0,0,PUNE,31,16.85,10.2,Mar,Night
28.0,4.7,Stormy,High,2,Drinks,scooter,1.0,0,RANCHI,28,3.02,15.0,Mar,Morning
34.0,3.8,Stormy,Medium,1,Meal,scooter,0.0,0,PUNE,31,16.85,15.0,Mar,Night
32.0,4.9,Cloudy,Low,1,Buffet,motorcycle,1.0,0,CHEN,29,17.07,10.2,Mar,Night
22.0,4.7,Windy,Low,1,Buffet,motorcycle,0.0,0,JAP,17,8.94,5.4,Mar,Night
31.0,4.0,Windy,Medium,0,Drinks,motorcycle,3.0,1,KOL,45,13.62,10.2,Feb,Evening
29.0,4.9,Windy,Jam,1,Drinks,scooter,0.0,0,COIMB,24,17.14,10.2,Mar,Night
38.0,4.8,Sandstorms,Jam,0,Meal,motorcycle,3.0,0,COIMB,44,9.35,15.0,Mar,Night
35.0,4.8,Cloudy,Jam,2,Snack,motorcycle,2.0,0,SUR,36,7.6,15.0,Apr,Night
31.0,4.9,Sunny,Jam,0,Meal,motorcycle,0.0,0,BANG,28,4.66,4.8,Apr,Night
30.0,4.3,Windy,Medium,1,Drinks,scooter,2.0,0,CHEN,37,13.97,5.4,Mar,Night
33.0,4.8,Stormy,Low,2,Drinks,motorcycle,0.0,0,HYD,23,13.83,15.0,Mar,Night
29.0,4.6,Sandstorms,Low,0,Meal,motorcycle,0.0,0,DEH,22,10.28,15.0,Feb,Night
38.0,4.6,Stormy,High,2,Snack,scooter,1.0,0,MUM,26,6.12,10.2,Mar,Evening
26.0,4.9,Sandstorms,Jam,0,Drinks,motorcycle,1.0,0,RANCHI,34,9.06,4.8,Mar,Night
39.0,4.8,Sandstorms,Medium,2,Buffet,scooter,0.0,0,VAD,26,6.29,15.0,Mar,Evening
26.0,4.7,Windy,Low,2,Snack,motorcycle,0.0,0,JAP,14,8.94,10.2,Mar,Night
35.0,4.7,Cloudy,Medium,2,Meal,motorcycle,1.0,0,INDO,17,6.05,4.8,Mar,Evening
36.0,4.2,Sandstorms,Medium,0,Drinks,motorcycle,1.0,0,BANG,37,4.66,4.8,Apr,Night
24.0,2.6,Sunny,Low,1,Drinks,motorcycle,1.0,1,VAD,42,16.66,15.0,Apr,Night
33.0,4.3,Cloudy,Medium,1,Meal,motorcycle,1.0,0,MUM,34,16.83,10.2,Apr,Evening
26.0,4.6,Windy,Medium,1,Buffet,motorcycle,1.0,0,AURG,25,16.79,15.0,Feb,Night
32.0,5.0,Windy,Jam,1,Buffet,scooter,1.0,0,CHEN,30,17.07,15.0,Mar,Night
37.0,4.9,Fog,Jam,0,Meal,motorcycle,2.0,0,JAP,48,13.4,15.0,Mar,Night
31.0,4.8,Stormy,Low,1,Drinks,scooter,0.0,0,COIMB,28,20.25,4.8,Mar,Night
37.0,4.6,Stormy,Medium,1,Buffet,motorcycle,1.0,0,CHEN,26,13.97,4.8,Mar,Evening
26.0,4.7,Sunny,Jam,2,Drinks,scooter,0.0,0,MUM,16,16.83,15.0,Mar,Night
37.0,4.8,Cloudy,Jam,0,Meal,motorcycle,0.0,0,INDO,25,4.54,5.4,Mar,Night
22.0,4.6,Sunny,Jam,2,Drinks,motorcycle,0.0,0,RANCHI,22,20.44,10.2,Apr,Night
21.0,4.4,Windy,Low,0,Drinks,motorcycle,0.0,0,SUR,15,4.56,15.0,Apr,Night
22.0,4.0,Sandstorms,Low,0,Snack,motorcycle,1.0,0,BANG,28,1.55,10.2,Mar,Morning
38.0,4.5,Windy,Low,1,Meal,motorcycle,1.0,0,CHEN,20,1.55,5.4,Mar,Morning
28.0,4.0,Stormy,High,0,Buffet,motorcycle,1.0,0,CHEN,32,6.21,15.0,Mar,Evening
29.0,4.7,Sandstorms,Jam,1,Meal,scooter,0.0,0,VAD,17,20.44,4.8,Apr,Night
31.0,4.9,Cloudy,High,1,Drinks,motorcycle,1.0,0,VAD,38,6.06,15.0,Mar,Evening
24.0,4.8,Cloudy,Low,2,Snack,scooter,0.0,0,SUR,14,3.04,10.2,Mar,Morning
33.0,4.8,Windy,Medium,1,Buffet,motorcycle,1.0,0,VAD,26,6.29,15.0,Mar,Evening
26.0,4.9,Sandstorms,Jam,0,Snack,motorcycle,1.0,0,PUNE,30,13.79,5.4,Apr,Night
20.0,4.7,Cloudy,Jam,1,Snack,scooter,1.0,0,COIMB,29,7.79,15.0,Mar,Night
29.0,4.8,Windy,Low,1,Buffet,scooter,0.0,0,SUR,12,19.76,5.4,Apr,Night
32.0,4.0,Windy,Medium,0,Buffet,motorcycle,3.0,1,BANG,49,10.87,4.8,Mar,Night
20.0,4.9,Fog,Medium,0,Meal,motorcycle,1.0,0,VAD,42,16.66,9.6,Mar,Evening
34.0,4.6,Sandstorms,High,2,Meal,electric_scooter,1.0,0,GOA,27,6.18,5.4,Feb,Evening
27.0,4.5,Stormy,Low,1,Snack,motorcycle,0.0,0,JAP,13,2.98,4.8,Apr,Morning
29.0,5.0,Windy,Jam,1,Drinks,motorcycle,1.0,0,KOL,25,10.59,15.0,Feb,Night
24.0,4.9,Windy,Jam,2,Drinks,motorcycle,1.0,0,SUR,24,19.76,15.0,Apr,Night
21.0,4.9,Cloudy,Low,1,Buffet,motorcycle,0.0,0,INDO,12,1.51,15.0,Mar,Morning
33.0,4.4,Windy,Low,0,Drinks,motorcycle,1.0,0,LUDH,24,1.47,15.0,Feb,Morning
35.0,4.7,Sandstorms,Jam,1,Meal,motorcycle,1.0,0,RANCHI,29,9.06,10.2,Mar,Night
35.0,4.7,Stormy,Low,2,Snack,scooter,1.0,0,COIMB,18,12.46,4.8,Mar,Night
29.0,4.8,Cloudy,Low,1,Drinks,motorcycle,1.0,0,MUM,23,10.71,10.2,Apr,Night
21.0,4.9,Windy,Low,0,Buffet,motorcycle,1.0,0,PUNE,19,12.26,4.8,Mar,Night
29.0,4.6,Windy,Jam,0,Meal,motorcycle,1.0,0,BANG,29,17.08,4.8,Apr,Night
22.0,4.7,Sunny,Jam,0,Snack,motorcycle,0.0,0,BANG,24,13.97,15.0,Mar,Night
23.0,4.9,Stormy,High,2,Snack,scooter,0.0,0,MYS,22,1.55,15.0,Mar,Morning
33.0,4.1,Sandstorms,Medium,0,Drinks,motorcycle,1.0,0,COIMB,43,12.46,5.4,Mar,Night
35.0,4.6,Windy,Medium,2,Meal,scooter,1.0,0,HYD,26,16.9,15.0,Mar,Night
21.0,4.7,Windy,Medium,1,Buffet,scooter,0.0,0,COIMB,27,4.67,15.0,Mar,Evening
39.0,4.4,Fog,Low,0,Meal,motorcycle,2.0,0,CHEN,35,13.97,10.2,Mar,Night
34.0,4.8,Windy,Low,2,Drinks,scooter,1.0,0,CHEN,27,7.76,4.8,Mar,Night
29.0,4.9,Cloudy,High,0,Drinks,motorcycle,1.0,0,SUR,27,6.08,15.0,Mar,Evening
20.0,4.7,Fog,Low,1,Buffet,scooter,0.0,0,MUM,17,3.06,4.8,Mar,Morning
20.0,4.8,Sandstorms,Low,0,Drinks,motorcycle,0.0,0,ALH,17,11.01,15.0,Feb,Night
37.0,4.7,Fog,Jam,2,Buffet,scooter,1.0,0,DEH,39,19.09,10.2,Feb,Night
26.0,5.0,Sunny,Medium,0,Drinks,motorcycle,1.0,0,HYD,18,16.9,4.8,Apr,Evening
21.0,4.7,Fog,Low,2,Drinks,scooter,0.0,0,PUNE,28,13.79,10.2,Mar,Night
39.0,4.6,Sandstorms,Medium,2,Buffet,motorcycle,0.0,0,RANCHI,32,4.53,15.0,Mar,Night
39.0,5.0,Cloudy,Low,0,Meal,motorcycle,1.0,0,BANG,41,20.18,4.8,Mar,Night
33.0,4.8,Fog,Medium,2,Drinks,scooter,0.0,0,CHEN,16,4.66,5.4,Mar,Night
33.0,4.8,Fog,Jam,0,Meal,motorcycle,3.0,0,HYD,48,19.98,10.2,Mar,Night
37.0,4.7,Cloudy,Medium,1,Buffet,motorcycle,0.0,0,BANG,40,10.87,15.0,Apr,Evening
20.0,4.6,Stormy,Low,1,Drinks,motorcycle,0.0,0,COIMB,11,3.12,10.2,Mar,Morning
27.0,4.6,Sunny,High,2,Buffet,electric_scooter,0.0,0,COIMB,16,3.12,10.2,Mar,Morning
37.0,4.9,Fog,Medium,1,Drinks,scooter,0.0,0,VAD,15,7.57,15.0,Mar,Evening
25.0,4.7,Fog,Low,1,Snack,motorcycle,0.0,0,COIMB,11,9.35,9.6,Mar,Night
37.0,4.7,Cloudy,Low,0,Meal,motorcycle,1.0,0,AURG,22,7.63,9.6,Feb,Night
36.0,4.7,Cloudy,Low,2,Snack,electric_scooter,0.0,0,HYD,16,3.07,15.0,Mar,Morning
28.0,4.7,Fog,Jam,1,Snack,scooter,1.0,0,COIMB,31,10.91,15.0,Mar,Night
36.0,4.0,Windy,Low,0,Buffet,motorcycle,0.0,0,VAD,33,3.15,9.6,Mar,Morning
20.0,4.7,Stormy,Low,2,Drinks,scooter,1.0,0,CHEN,16,7.76,5.4,Mar,Night
22.0,4.7,Windy,Low,0,Buffet,motorcycle,1.0,0,PUNE,16,16.85,10.2,Apr,Night
34.0,4.8,Cloudy,Low,2,Buffet,electric_scooter,1.0,0,SUR,18,1.52,4.8,Apr,Morning
25.0,4.8,Windy,Medium,1,Drinks,scooter,0.0,0,VAD,26,16.66,15.0,Mar,Night
38.0,5.0,Sandstorms,Jam,1,Meal,scooter,1.0,0,AURG,34,7.63,15.0,Feb,Night
34.0,3.5,Windy,Medium,2,Snack,motorcycle,1.0,0,JAP,32,11.92,5.4,Mar,Evening
24.0,4.9,Windy,Jam,1,Drinks,motorcycle,0.0,0,VAD,22,16.66,4.8,Mar,Night
33.0,4.6,Windy,Jam,0,Snack,motorcycle,2.0,1,RANCHI,50,13.58,10.2,Mar,Night
25.0,4.6,Stormy,Medium,0,Drinks,motorcycle,0.0,0,KOL,23,9.08,9.6,Feb,Evening
23.0,4.9,Windy,High,0,Buffet,motorcycle,1.0,0,VAD,19,6.06,4.8,Apr,Evening
34.0,4.9,Stormy,Low,1,Snack,motorcycle,1.0,0,LUDH,25,7.33,15.0,Feb,Night
25.0,4.7,Fog,Medium,2,Snack,scooter,1.0,0,HYD,37,10.76,5.4,Mar,Night
28.0,4.9,Sandstorms,Low,2,Drinks,electric_scooter,0.0,0,ALH,10,13.48,4.8,Feb,Night
34.0,3.7,Stormy,Jam,1,Buffet,scooter,1.0,0,PUNE,34,16.85,10.2,Mar,Night
24.0,4.5,Stormy,Low,1,Meal,scooter,1.0,0,JAP,14,16.38,10.2,Mar,Night
38.0,4.6,Sandstorms,Jam,1,Buffet,scooter,1.0,0,MUM,30,9.18,9.6,Mar,Night
32.0,4.8,Sunny,Medium,1,Buffet,motorcycle,0.0,0,DEH,17,13.22,15.0,Feb,Evening
39.0,4.8,Windy,Jam,1,Buffet,scooter,1.0,0,VAD,29,11.01,15.0,Mar,Night
33.0,4.8,Stormy,Low,2,Buffet,electric_scooter,1.0,0,INDO,28,4.54,10.2,Mar,Night
37.0,4.9,Sandstorms,Jam,1,Drinks,scooter,0.0,0,ALH,27,4.49,15.0,Feb,Night
24.0,4.6,Sandstorms,Low,0,Snack,motorcycle,1.0,0,COIMB,16,14.02,5.4,Mar,Night
36.0,5.0,Sandstorms,Jam,0,Meal,motorcycle,2.0,0,AURG,43,12.21,5.4,Feb,Night
22.0,4.7,Fog,Medium,0,Snack,motorcycle,3.0,0,VAD,44,13.63,4.8,Mar,Evening
33.0,4.7,Fog,Low,2,Drinks,scooter,1.0,0,BANG,18,3.11,4.8,Apr,Morning
27.0,4.1,Stormy,Low,0,Drinks,motorcycle,0.0,0,RANCHI,16,3.02,5.4,Mar,Morning
30.0,4.2,Cloudy,Jam,1,Buffet,motorcycle,1.0,0,SUR,46,10.64,5.4,Apr,Night
22.0,4.8,Sunny,Medium,0,Buffet,motorcycle,0.0,0,VAD,26,12.58,10.2,Apr,Night
20.0,4.9,Stormy,Medium,1,Drinks,scooter,1.0,0,COIMB,17,10.91,4.8,Apr,Evening
31.0,4.4,Sandstorms,Jam,0,Buffet,motorcycle,1.0,0,BANG,44,10.87,4.8,Mar,Night
39.0,4.9,Windy,Jam,0,Snack,motorcycle,2.0,0,JAP,43,11.92,10.2,Mar,Night
32.0,4.7,Fog,Low,0,Meal,motorcycle,1.0,0,HYD,41,16.9,15.0,Mar,Night
23.0,4.2,Windy,Medium,0,Drinks,motorcycle,0.0,0,RANCHI,34,11.01,9.6,Mar,Night
30.0,3.8,Windy,Jam,2,Buffet,scooter,1.0,1,SUR,40,12.16,9.6,Mar,Night
26.0,4.7,Windy,Low,2,Meal,scooter,0.0,0,INDO,16,3.02,5.4,Mar,Morning
21.0,4.9,Stormy,High,2,Buffet,motorcycle,0.0,0,SUR,13,1.52,9.6,Mar,Morning
23.0,4.6,Stormy,Medium,2,Drinks,scooter,1.0,0,COIMB,29,4.67,15.0,Mar,Night
22.0,4.9,Sandstorms,High,1,Meal,motorcycle,1.0,0,SUR,24,3.04,9.6,Mar,Morning
39.0,4.5,Cloudy,Medium,2,Drinks,motorcycle,1.0,0,SUR,16,4.56,9.6,Mar,Night
32.0,4.1,Stormy,Jam,1,Drinks,scooter,1.0,0,CHEN,34,7.76,4.8,Mar,Night
25.0,4.7,Stormy,Jam,1,Drinks,motorcycle,0.0,0,JAP,20,16.39,15.0,Mar,Night
30.0,5.0,Fog,High,1,Snack,motorcycle,1.0,0,SUR,28,6.08,15.0,Mar,Evening
26.0,4.7,Stormy,Low,2,Snack,scooter,0.0,0,COIMB,14,14.02,15.0,Apr,Night
30.0,4.6,Windy,High,2,Snack,motorcycle,1.0,0,COIMB,30,6.23,4.8,Mar,Evening
31.0,4.3,Windy,Low,0,Drinks,motorcycle,1.0,0,AGR,25,2.98,15.0,Feb,Morning
33.0,4.8,Sunny,Low,1,Buffet,motorcycle,0.0,0,INDO,28,12.1,10.2,Mar,Night
20.0,5.0,Sunny,Low,1,Drinks,scooter,0.0,0,MUM,17,9.18,4.8,Mar,Night
20.0,4.9,Sandstorms,Medium,0,Snack,motorcycle,1.0,0,PUNE,36,13.79,15.0,Mar,Evening
38.0,4.1,Sandstorms,Jam,2,Snack,scooter,2.0,0,AGR,38,14.15,10.2,Feb,Night
37.0,4.7,Cloudy,Jam,0,Meal,motorcycle,0.0,0,VAD,25,9.09,9.6,Mar,Night
39.0,3.5,Cloudy,Low,2,Meal,motorcycle,0.0,0,BANG,32,12.42,4.8,Mar,Night
31.0,4.0,Cloudy,Jam,1,Snack,scooter,0.0,0,HYD,42,12.29,15.0,Apr,Night
30.0,4.9,Sunny,Low,0,Snack,motorcycle,1.0,0,HYD,27,7.68,5.4,Mar,Night
27.0,4.9,Sandstorms,Jam,2,Drinks,motorcycle,1.0,0,KOL,25,13.62,9.6,Feb,Night
35.0,4.5,Windy,Low,0,Meal,motorcycle,1.0,0,AGR,22,19.34,4.8,Feb,Night
37.0,4.8,Stormy,Low,2,Buffet,scooter,1.0,0,COIMB,16,12.46,4.8,Mar,Night
34.0,4.9,Sunny,Jam,0,Meal,motorcycle,1.0,0,JAP,25,4.47,5.4,Mar,Night
29.0,4.7,Sunny,Medium,0,Snack,motorcycle,1.0,0,INDO,20,7.56,10.2,Apr,Night
20.0,4.9,Stormy,Low,1,Meal,motorcycle,1.0,0,VAD,11,3.15,9.6,Apr,Morning
34.0,4.5,Cloudy,Jam,0,Snack,motorcycle,2.0,1,RANCHI,44,12.58,5.4,Apr,Night
34.0,4.9,Fog,Low,1,Snack,motorcycle,1.0,0,AURG,19,7.63,15.0,Feb,Night
21.0,4.7,Stormy,Jam,2,Buffet,scooter,1.0,0,PUNE,11,4.6,4.8,Mar,Night
35.0,4.6,Windy,Low,0,Snack,motorcycle,1.0,0,COIMB,23,10.91,10.2,Apr,Night
20.0,4.7,Stormy,Low,2,Snack,electric_scooter,0.0,0,JAP,12,16.38,5.4,Mar,Night
24.0,4.1,Cloudy,Jam,2,Buffet,electric_scooter,1.0,0,MUM,39,19.88,15.0,Mar,Night
25.0,4.5,Windy,High,1,Snack,scooter,1.0,0,BANG,16,6.21,4.8,Mar,Evening
22.0,4.8,Cloudy,Low,2,Drinks,scooter,1.0,0,MUM,17,4.59,4.8,Mar,Night
38.0,4.7,Windy,Medium,1,Meal,motorcycle,0.0,0,RANCHI,24,13.58,10.2,Mar,Night
29.0,4.3,Cloudy,High,1,Meal,scooter,1.0,0,BANG,33,6.21,15.0,Mar,Evening
24.0,4.8,Sandstorms,Medium,1,Snack,scooter,1.0,0,BANG,29,17.08,15.0,Mar,Night
36.0,4.8,Fog,Medium,0,Buffet,motorcycle,1.0,0,DEH,42,20.56,15.0,Feb,Evening
31.0,4.7,Windy,Low,2,Buffet,electric_scooter,1.0,0,JAP,28,7.45,4.8,Mar,Night
20.0,4.8,Fog,Jam,1,Snack,scooter,1.0,0,MYS,25,4.66,10.2,Mar,Night
25.0,4.6,Sunny,Medium,1,Snack,scooter,0.0,0,BHP,16,7.55,5.4,Feb,Night
23.0,5.0,Sandstorms,Low,1,Meal,scooter,1.0,0,BANG,11,17.08,9.6,Mar,Night
21.0,4.7,Cloudy,Medium,0,Snack,motorcycle,0.0,0,MYS,35,17.1,15.0,Mar,Night
32.0,4.7,Stormy,Medium,2,Drinks,scooter,1.0,0,INDO,25,6.05,4.8,Mar,Evening
36.0,4.9,Sunny,Jam,1,Drinks,motorcycle,1.0,0,RANCHI,15,19.62,4.8,Mar,Night
38.0,4.8,Cloudy,Jam,1,Snack,motorcycle,3.0,0,COIMB,49,10.91,4.8,Mar,Night
34.0,4.3,Sandstorms,Medium,0,Snack,motorcycle,1.0,0,BANG,35,17.08,10.2,Mar,Night
23.0,2.5,Sunny,Low,1,Buffet,motorcycle,1.0,0,SUR,34,16.72,15.0,Mar,Night
32.0,3.6,Stormy,Jam,2,Meal,scooter,1.0,0,MYS,39,20.21,4.8,Apr,Night
22.0,4.6,Sunny,Jam,2,Buffet,motorcycle,1.0,0,MYS,11,12.44,15.0,Apr,Night
34.0,3.9,Cloudy,Low,2,Drinks,electric_scooter,1.0,0,MYS,33,12.44,10.2,Mar,Night
39.0,4.8,Cloudy,Jam,0,Meal,motorcycle,1.0,0,RANCHI,47,19.62,5.4,Mar,Night
21.0,5.0,Cloudy,Low,1,Buffet,motorcycle,0.0,0,JAP,25,11.92,9.6,Mar,Night
34.0,3.9,Fog,Low,2,Meal,scooter,1.0,0,HYD,37,13.83,4.8,Mar,Night
28.0,4.9,Windy,Medium,1,Meal,motorcycle,1.0,0,CHEN,15,12.42,9.6,Mar,Night
21.0,4.7,Sandstorms,Jam,1,Meal,motorcycle,0.0,0,BANG,29,20.18,10.2,Mar,Night
30.0,4.6,Fog,High,2,Snack,electric_scooter,1.0,0,INDO,30,3.03,15.0,Mar,Morning
36.0,5.0,Fog,Low,2,Drinks,scooter,1.0,0,COIMB,16,9.35,10.2,Mar,Night
25.0,4.5,Cloudy,Low,0,Meal,motorcycle,0.0,0,PUNE,24,1.53,10.2,Mar,Morning
38.0,4.3,Sunny,Jam,2,Snack,scooter,0.0,0,BANG,31,17.08,15.0,Mar,Night
24.0,5.0,Sunny,High,2,Drinks,scooter,0.0,0,MUM,12,6.12,15.0,Apr,Evening
31.0,4.0,Sandstorms,Medium,0,Drinks,motorcycle,0.0,0,MYS,34,9.44,15.0,Mar,Evening
31.0,4.7,Sunny,Medium,2,Snack,electric_scooter,1.0,0,VAD,29,12.12,4.8,Mar,Night
27.0,4.6,Sunny,Jam,2,Drinks,motorcycle,0.0,0,HYD,13,10.76,4.8,Apr,Night
23.0,4.8,Fog,Low,1,Buffet,motorcycle,1.0,0,BANG,11,3.11,10.2,Mar,Morning
25.0,4.7,Sandstorms,Medium,2,Meal,scooter,1.0,0,BANG,23,20.18,5.4,Mar,Evening
38.0,4.5,Windy,Low,2,Drinks,electric_scooter,0.0,0,INDO,24,1.51,4.8,Mar,Morning
32.0,4.8,Sunny,Medium,0,Drinks,motorcycle,0.0,0,COIMB,26,12.46,9.6,Mar,Evening
35.0,4.9,Sandstorms,Jam,2,Drinks,scooter,1.0,0,VAD,31,4.54,15.0,Mar,Night
35.0,4.1,Sandstorms,Medium,0,Buffet,motorcycle,1.0,0,MYS,46,17.1,15.0,Mar,Evening
34.0,4.8,Sunny,Medium,1,Snack,scooter,0.0,0,ALH,18,9.44,9.6,Feb,Night
22.0,3.5,Sunny,Low,2,Meal,motorcycle,0.0,0,PUNE,33,10.73,9.6,Mar,Night
28.0,4.9,Stormy,Medium,2,Snack,scooter,1.0,0,BANG,24,7.76,5.4,Mar,Evening
35.0,3.6,Fog,Low,2,Meal,motorcycle,0.0,0,RANCHI,34,10.56,15.0,Apr,Night
26.0,5.0,Cloudy,Low,1,Buffet,scooter,1.0,0,ALH,10,4.49,15.0,Feb,Night
36.0,4.4,Cloudy,Medium,1,Snack,motorcycle,1.0,0,BANG,31,17.07,9.6,Mar,Evening
26.0,4.6,Stormy,Jam,0,Drinks,motorcycle,1.0,0,COIMB,32,4.67,15.0,Apr,Night
25.0,4.3,Cloudy,Medium,2,Meal,scooter,0.0,0,JAP,37,13.41,4.8,Mar,Night
30.0,4.7,Sandstorms,Medium,2,Meal,motorcycle,0.0,0,ALH,24,12.58,9.6,Feb,Evening
33.0,4.2,Cloudy,High,2,Meal,scooter,1.0,0,CHEN,39,3.1,10.2,Mar,Morning
39.0,4.9,Stormy,Medium,1,Buffet,motorcycle,1.0,0,COIMB,26,12.46,4.8,Apr,Evening
34.0,4.5,Sandstorms,Jam,2,Snack,motorcycle,0.0,0,MYS,28,4.66,4.8,Apr,Night
37.0,4.2,Windy,Low,0,Buffet,motorcycle,1.0,0,HYD,30,4.61,15.0,Mar,Night
36.0,4.8,Cloudy,Low,0,Meal,motorcycle,1.0,0,JAP,20,4.47,9.6,Mar,Night
29.0,4.9,Fog,Jam,0,Meal,motorcycle,2.0,0,PUNE,45,10.72,15.0,Mar,Night
30.0,4.4,Fog,Low,2,Buffet,electric_scooter,1.0,0,SUR,35,16.72,15.0,Apr,Night
21.0,4.8,Stormy,Low,1,Meal,motorcycle,1.0,0,PUNE,13,10.72,10.2,Mar,Night
24.0,4.2,Cloudy,Medium,2,Drinks,scooter,1.0,0,BANG,35,20.18,15.0,Mar,Night
28.0,4.9,Sunny,Jam,0,Snack,motorcycle,1.0,0,INDO,25,12.1,9.6,Mar,Night
39.0,4.9,Stormy,Low,0,Snack,motorcycle,1.0,0,AURG,21,17.3,5.4,Feb,Night
21.0,5.0,Sandstorms,Low,1,Meal,scooter,0.0,0,RANCHI,11,12.07,5.4,Mar,Night
35.0,4.8,Windy,Medium,2,Buffet,scooter,1.0,0,AURG,29,4.58,9.6,Feb,Evening
25.0,4.5,Sandstorms,Low,0,Buffet,motorcycle,1.0,0,KOL,20,12.11,15.0,Feb,Night
28.0,4.7,Fog,Low,1,Meal,scooter,1.0,0,MYS,25,17.1,10.2,Apr,Night
31.0,4.8,Sunny,Jam,1,Meal,motorcycle,1.0,0,RANCHI,22,10.57,9.6,Mar,Night
28.0,4.5,Sunny,Medium,2,Buffet,scooter,1.0,0,JAP,16,10.43,5.4,Mar,Night
20.0,3.9,Sunny,Jam,0,Buffet,motorcycle,1.0,0,LUDH,54,8.79,4.8,Feb,Night
35.0,4.8,Cloudy,Jam,2,Buffet,motorcycle,1.0,0,COIMB,43,14.02,15.0,Apr,Night
31.0,4.7,Sunny,Jam,2,Snack,electric_scooter,0.0,0,INDO,19,4.54,15.0,Apr,Night
20.0,4.7,Sunny,Low,0,Drinks,motorcycle,1.0,0,KOL,28,12.11,15.0,Feb,Night
29.0,5.0,Sandstorms,Jam,0,Snack,motorcycle,1.0,0,VAD,20,4.54,15.0,Mar,Night
20.0,4.8,Sandstorms,Jam,1,Drinks,scooter,0.0,0,JAP,14,7.45,15.0,Mar,Night
33.0,5.0,Sunny,Medium,1,Meal,scooter,1.0,0,INDO,25,13.61,15.0,Mar,Evening
24.0,4.8,Sunny,Jam,2,Drinks,motorcycle,0.0,0,COIMB,16,17.14,10.2,Mar,Night
25.0,4.8,Fog,Medium,0,Drinks,motorcycle,0.0,0,MUM,22,9.18,15.0,Mar,Evening
31.0,4.4,Cloudy,Low,1,Buffet,scooter,1.0,0,PUNE,37,19.91,5.4,Mar,Night
22.0,4.6,Sunny,Jam,0,Snack,motorcycle,0.0,0,DEH,15,16.15,15.0,Feb,Night
34.0,3.8,Cloudy,Low,1,Meal,scooter,1.0,0,SUR,39,16.72,15.0,Mar,Night
20.0,4.8,Sunny,Low,2,Snack,scooter,1.0,0,CHEN,28,13.97,4.8,Mar,Night
29.0,4.6,Cloudy,Low,1,Buffet,motorcycle,1.0,0,VAD,16,1.57,15.0,Mar,Morning
20.0,3.5,Sunny,Jam,0,Buffet,motorcycle,3.0,1,VAD,50,4.54,15.0,Mar,Night
30.0,4.2,Cloudy,Jam,2,Meal,scooter,2.0,0,COIMB,49,12.46,10.2,Mar,Night
