Delivery_person_Age,Delivery_person_Ratings,Delivery_distance,Time_to_pick,Festival,Weather_conditions,Road_traffic_density,Type_of_order,Type_of_vehicle,City,Time_of_Day_Ordered,Month,multiple_deliveries,Vehicle_condition,Time_taken (min)
20.0,4.7,17.14,5.4,No,Fog,Low,Meal,motorcycle,Metropolitian,Night,Mar,0.0,2,21
28.0,4.8,7.68,5.4,No,Stormy,Medium,Snack,scooter,Metropolitian,Evening,Mar,1.0,2,28
23.0,4.8,3.15,9.6,No,Windy,Low,Buffet,scooter,Metropolitian,Morning,Apr,1.0,1,19
22.0,5.0,1.55,9.6,No,Sandstorms,High,Buffet,scooter,Metropolitian,Morning,Mar,1.0,2,16
25.0,4.6,4.66,4.8,No,Sandstorms,Jam,Meal,scooter,Metropolitian,Night,Apr,1.0,1,28
25.0,4.2,4.6,9.6,No,Stormy,Low,Drinks,motorcycle,Metropolitian,Night,Apr,1.0,0,20
22.0,4.7,1.55,10.2,No,Cloudy,Low,Buffet,motorcycle,Urban,Morning,Mar,0.0,1,11
34.0,4.1,1.51,5.4,No,Stormy,Low,Buffet,motorcycle,Metropolitian,Morning,Mar,1.0,0,31
32.0,4.7,13.97,15.0,No,Windy,Low,Meal,scooter,Urban,Night,Mar,1.0,1,15
28.0,4.9,2.98,4.8,No,Cloudy,High,Meal,motorcycle,Metropolitian,Morning,Feb,1.0,0,21
22.0,4.6,4.72,10.2,No,Stormy,Medium,Snack,motorcycle,Metropolitian,Evening,Apr,1.0,2,24
35.0,4.8,13.68,9.6,No,Sunny,Jam,Drinks,scooter,Urban,Night,Mar,1.0,1,16
34.0,3.7,11.01,10.2,No,Stormy,Jam,Meal,scooter,Urban,Night,Mar,0.0,1,34
36.0,5.0,12.44,9.6,No,Windy,Low,Snack,motorcycle,Metropolitian,Night,Mar,1.0,1,23
37.0,5.0,11.92,15.0,No,Windy,Jam,Meal,scooter,Metropolitian,Night,Mar,0.0,2,29
27.0,4.7,4.56,10.2,No,Sunny,Jam,Buffet,scooter,Urban,Night,Mar,1.0,2,10
28.0,4.0,10.59,15.0,No,Fog,Jam,Drinks,electric_scooter,Metropolitian,Night,Apr,1.0,2,42
29.0,4.7,10.91,5.4,No,Sunny,Jam,Snack,scooter,Metropolitian,Night,Apr,1.0,2,22
35.0,4.7,11.92,10.2,No,Sandstorms,Jam,Drinks,scooter,Metropolitian,Night,Mar,1.0,1,30
26.0,4.6,10.59,10.2,No,Fog,Medium,Drinks,scooter,Metropolitian,Evening,Mar,1.0,1,25
26.0,5.0,13.99,4.8,No,Stormy,Jam,Meal,motorcycle,Metropolitian,Night,Mar,1.0,0,35
27.0,4.6,12.58,4.8,No,Sandstorms,Jam,Meal,scooter,Metropolitian,Night,Feb,0.0,2,27
28.0,4.5,1.56,4.8,No,Windy,Low,Buffet,motorcycle,Metropolitian,Morning,Apr,1.0,1,14
26.0,4.6,4.59,9.6,No,Stormy,Jam,Snack,motorcycle,Metropolitian,Night,Apr,0.0,2,29
23.0,4.7,7.6,10.2,No,Sunny,Medium,Buffet,motorcycle,Metropolitian,Evening,Apr,1.0,0,22
31.0,4.8,1.56,15.0,No,Sandstorms,High,Buffet,scooter,Metropolitian,Morning,Mar,1.0,1,29
24.0,4.6,14.02,15.0,No,Sandstorms,Low,Meal,scooter,Metropolitian,Night,Mar,0.0,2,15
23.0,4.6,13.58,4.8,No,Cloudy,Jam,Buffet,scooter,Urban,Night,Mar,1.0,2,39
22.0,4.6,9.44,10.2,No,Sandstorms,Medium,Buffet,motorcycle,Urban,Evening,Mar,0.0,0,17
32.0,4.9,3.11,10.2,No,Sunny,High,Buffet,motorcycle,Metropolitian,Morning,Mar,1.0,0,20
36.0,4.6,7.66,15.0,No,Windy,Jam,Snack,scooter,Metropolitian,Night,Mar,1.0,1,29
38.0,4.3,7.65,4.8,No,Windy,Medium,Drinks,motorcycle,Metropolitian,Night,Mar,0.0,0,35
25.0,4.8,1.53,4.8,No,Sandstorms,Low,Snack,scooter,Urban,Morning,Mar,1.0,1,19
30.0,4.2,16.9,4.8,Yes,Fog,Jam,Drinks,scooter,Metropolitian,Night,Mar,3.0,1,46
32.0,4.9,1.51,10.2,No,Sandstorms,Low,Meal,scooter,Urban,Morning,Mar,1.0,2,25
37.0,4.4,3.06,9.6,No,Sandstorms,Low,Drinks,motorcycle,Metropolitian,Morning,Apr,1.0,0,30
34.0,4.2,4.61,4.8,No,Fog,Jam,Buffet,motorcycle,Metropolitian,Night,Mar,1.0,0,33
20.0,4.7,6.04,9.6,No,Sunny,High,Buffet,motorcycle,Metropolitian,Evening,Apr,1.0,1,13
21.0,4.9,4.54,4.8,No,Cloudy,Jam,Drinks,scooter,Metropolitian,Night,Apr,0.0,1,30
33.0,4.6,7.55,15.0,No,Cloudy,Jam,Snack,scooter,Metropolitian,Night,Feb,1.0,2,25
26.0,4.6,12.26,15.0,No,Stormy,Jam,Buffet,motorcycle,Metropolitian,Night,Mar,1.0,0,36
32.0,4.8,12.23,10.2,No,Sandstorms,Jam,Meal,scooter,Metropolitian,Night,Mar,1.0,2,25
38.0,4.8,12.11,15.0,No,Sunny,Jam,Buffet,scooter,Metropolitian,Night,Feb,0.0,2,26
32.0,4.6,17.08,4.8,No,Sandstorms,Medium,Meal,motorcycle,Urban,Evening,Apr,0.0,2,25
23.0,4.8,12.23,9.6,No,Sandstorms,Low,Drinks,electric_scooter,Metropolitian,Night,Mar,0.0,2,10
39.0,5.0,6.21,4.8,No,Sunny,Medium,Meal,scooter,Metropolitian,Evening,Mar,1.0,2,23
37.0,4.5,4.67,15.0,No,Sunny,Low,Drinks,motorcycle,Metropolitian,Night,Apr,1.0,0,21
33.0,4.7,3.12,10.2,No,Sunny,Low,Drinks,motorcycle,Metropolitian,Morning,Mar,1.0,0,24
38.0,4.6,9.12,10.2,No,Windy,Medium,Snack,motorcycle,Metropolitian,Night,Mar,1.0,0,36
34.0,4.9,4.54,4.8,No,Sandstorms,Jam,Drinks,motorcycle,Urban,Night,Mar,1.0,1,29
32.0,4.4,6.29,5.4,No,Windy,Medium,Buffet,scooter,Metropolitian,Evening,Apr,1.0,2,31
35.0,4.4,9.22,10.2,No,Sandstorms,Low,Buffet,motorcycle,Metropolitian,Night,Mar,0.0,0,30
36.0,5.0,13.61,9.6,No,Cloudy,Jam,Drinks,motorcycle,Metropolitian,Night,Mar,1.0,0,49
39.0,4.7,4.59,4.8,No,Cloudy,Jam,Meal,electric_scooter,Metropolitian,Night,Mar,1.0,2,30
26.0,4.0,17.3,15.0,No,Cloudy,Jam,Drinks,motorcycle,Metropolitian,Night,Mar,0.0,1,32
30.0,4.5,1.54,4.8,No,Cloudy,Low,Meal,scooter,Urban,Morning,Mar,1.0,2,17
32.0,4.4,14.15,15.0,No,Sandstorms,Jam,Meal,motorcycle,Metropolitian,Night,Mar,1.0,0,45
30.0,5.0,19.76,4.8,No,Stormy,Medium,Drinks,motorcycle,Metropolitian,Evening,Mar,1.0,0,37
24.0,4.6,12.29,9.6,No,Windy,Jam,Drinks,electric_scooter,Urban,Night,Mar,1.0,2,25
37.0,4.8,13.41,4.8,No,Cloudy,Medium,Meal,scooter,Metropolitian,Evening,Mar,1.0,1,31
24.0,4.7,16.66,4.8,No,Sandstorms,Low,Meal,motorcycle,Metropolitian,Night,Mar,1.0,1,16
24.0,4.9,9.35,4.8,No,Windy,Medium,Drinks,scooter,Urban,Evening,Mar,1.0,2,22
26.0,4.7,10.87,15.0,No,Sunny,Low,Drinks,motorcycle,Metropolitian,Night,Apr,1.0,0,25
30.0,4.0,20.85,5.4,No,Stormy,Jam,Buffet,motorcycle,Metropolitian,Night,Mar,3.0,0,49
29.0,4.9,20.18,4.8,No,Stormy,Jam,Snack,motorcycle,Metropolitian,Night,Mar,1.0,1,16
30.0,4.0,16.85,15.0,No,Sunny,Medium,Snack,motorcycle,Metropolitian,Night,Mar,1.0,0,36
39.0,4.7,12.1,4.8,No,Stormy,Jam,Snack,scooter,Metropolitian,Night,Mar,0.0,1,26
32.0,4.8,16.85,4.8,Yes,Fog,Jam,Meal,motorcycle,Urban,Night,Mar,1.0,0,52
39.0,4.8,9.33,10.2,No,Sunny,Jam,Meal,motorcycle,Metropolitian,Night,Mar,0.0,0,20
38.0,4.8,7.76,4.8,No,Fog,Jam,Meal,motorcycle,Metropolitian,Night,Mar,1.0,0,26
21.0,5.0,8.99,15.0,No,Sunny,Low,Buffet,motorcycle,Metropolitian,Night,Feb,0.0,0,15
39.0,4.3,16.38,4.8,No,Cloudy,Low,Snack,scooter,Metropolitian,Night,Mar,1.0,1,32
29.0,4.7,4.54,15.0,No,Sandstorms,Medium,Meal,electric_scooter,Metropolitian,Evening,Mar,1.0,2,25
39.0,4.0,20.25,5.4,No,Fog,Jam,Meal,motorcycle,Metropolitian,Night,Mar,2.0,1,39
22.0,4.9,8.94,9.6,No,Fog,Medium,Buffet,scooter,Metropolitian,Evening,Mar,0.0,2,12
37.0,4.9,7.76,4.8,No,Sandstorms,Jam,Snack,scooter,Metropolitian,Night,Mar,1.0,2,28
30.0,4.8,5.96,4.8,No,Sandstorms,High,Meal,scooter,Metropolitian,Evening,Apr,0.0,1,30
39.0,4.0,9.06,15.0,No,Windy,Jam,Meal,motorcycle,Urban,Night,Mar,1.0,0,36
35.0,4.8,20.44,9.6,No,Cloudy,Medium,Buffet,motorcycle,Metropolitian,Evening,Apr,1.0,1,44
29.0,4.8,7.76,9.6,No,Sandstorms,Low,Snack,scooter,Metropolitian,Night,Mar,0.0,2,10
36.0,4.3,19.92,15.0,No,Fog,Medium,Meal,scooter,Urban,Evening,Mar,1.0,2,41
21.0,4.7,9.12,5.4,No,Windy,Jam,Drinks,motorcycle,Metropolitian,Night,Mar,1.0,0,31
31.0,4.9,7.76,15.0,No,Cloudy,Medium,Drinks,scooter,Urban,Evening,Mar,1.0,1,18
22.0,4.9,9.18,4.8,No,Fog,Jam,Snack,motorcycle,Metropolitian,Night,Mar,1.0,0,26
33.0,4.7,10.92,5.4,No,Fog,Low,Drinks,motorcycle,Metropolitian,Night,Feb,1.0,0,38
32.0,4.6,9.12,9.6,No,Cloudy,Jam,Meal,motorcycle,Metropolitian,Night,Apr,1.0,2,28
27.0,4.8,10.91,4.8,No,Stormy,Medium,Drinks,motorcycle,Metropolitian,Night,Mar,1.0,1,24
35.0,4.1,10.71,15.0,No,Cloudy,Low,Snack,motorcycle,Metropolitian,Night,Mar,1.0,0,42
24.0,4.7,9.18,15.0,No,Fog,Jam,Meal,motorcycle,Metropolitian,Night,Mar,0.0,2,23
37.0,4.9,7.77,4.8,No,Cloudy,Medium,Snack,scooter,Urban,Night,Apr,0.0,2,15
23.0,5.0,12.58,15.0,No,Fog,Jam,Buffet,scooter,Metropolitian,Night,Mar,1.0,2,36
37.0,4.8,9.35,9.6,No,Fog,Medium,Snack,motorcycle,Metropolitian,Night,Apr,1.0,0,33
35.0,4.9,7.6,15.0,No,Fog,Low,Buffet,motorcycle,Urban,Night,Mar,1.0,0,20
31.0,4.6,7.66,4.8,No,Stormy,Jam,Meal,scooter,Metropolitian,Night,Mar,1.0,1,25
33.0,4.9,7.86,10.2,No,Cloudy,Jam,Drinks,motorcycle,Metropolitian,Night,Feb,1.0,2,37
26.0,4.9,10.76,15.0,No,Sunny,Medium,Drinks,motorcycle,Metropolitian,Night,Apr,1.0,0,27
39.0,5.0,6.04,9.6,No,Fog,High,Drinks,motorcycle,Urban,Evening,Mar,1.0,1,29
24.0,4.3,19.66,9.6,No,Cloudy,Jam,Drinks,scooter,Urban,Night,Apr,1.0,1,41
28.0,4.7,19.36,15.0,No,Sunny,Jam,Buffet,motorcycle,Metropolitian,Night,Mar,0.0,1,13
26.0,5.0,19.92,4.8,No,Stormy,Medium,Buffet,motorcycle,Metropolitian,Evening,Mar,1.0,1,21
37.0,4.8,12.24,15.0,No,Fog,Low,Snack,electric_scooter,Urban,Night,Mar,1.0,2,25
39.0,4.5,6.13,10.2,No,Stormy,High,Buffet,motorcycle,Urban,Evening,Mar,1.0,1,30
37.0,4.5,20.25,4.8,No,Stormy,Medium,Drinks,scooter,Metropolitian,Evening,Mar,1.0,2,28
28.0,4.5,7.86,15.0,No,Windy,Medium,Meal,scooter,Metropolitian,Evening,Apr,1.0,2,23
26.0,4.8,7.6,15.0,No,Fog,Medium,Snack,motorcycle,Urban,Night,Mar,1.0,1,10
32.0,4.7,9.09,4.8,No,Cloudy,Medium,Snack,motorcycle,Metropolitian,Night,Mar,1.0,2,16
22.0,4.9,17.14,15.0,No,Stormy,Medium,Snack,motorcycle,Metropolitian,Evening,Mar,1.0,0,28
20.0,4.9,16.6,15.0,No,Fog,Low,Drinks,motorcycle,Metropolitian,Night,Mar,0.0,1,24
29.0,4.9,7.86,15.0,No,Windy,Jam,Meal,electric_scooter,Metropolitian,Night,Mar,1.0,2,22
23.0,4.9,10.64,10.2,No,Windy,Jam,Drinks,motorcycle,Metropolitian,Night,Mar,1.0,0,29
22.0,4.8,3.1,15.0,No,Sunny,Low,Buffet,scooter,Urban,Morning,Mar,1.0,2,17
20.0,4.8,12.07,4.8,No,Stormy,Medium,Snack,motorcycle,Metropolitian,Evening,Mar,0.0,0,32
32.0,4.4,13.97,9.6,Yes,Sandstorms,Jam,Meal,motorcycle,Metropolitian,Night,Apr,0.0,0,54
36.0,4.1,12.42,9.6,No,Sunny,Jam,Meal,motorcycle,Metropolitian,Night,Mar,1.0,0,40
30.0,4.9,13.99,4.8,No,Sandstorms,Low,Snack,scooter,Metropolitian,Night,Mar,1.0,1,21
23.0,4.7,13.83,5.4,No,Windy,Jam,Drinks,scooter,Urban,Night,Mar,1.0,2,29
37.0,4.6,9.12,15.0,No,Windy,Jam,Buffet,scooter,Metropolitian,Night,Mar,0.0,1,30
25.0,4.7,6.21,15.0,No,Sandstorms,Medium,Snack,electric_scooter,Metropolitian,Evening,Mar,1.0,2,21
38.0,4.6,7.76,15.0,No,Windy,Low,Buffet,motorcycle,Metropolitian,Night,Mar,1.0,1,24
37.0,4.9,7.55,10.2,No,Windy,Jam,Buffet,motorcycle,Metropolitian,Night,Mar,0.0,1,26
21.0,5.0,17.3,4.8,No,Cloudy,Low,Drinks,motorcycle,Metropolitian,Night,Mar,1.0,0,24
39.0,4.9,12.24,15.0,No,Stormy,Jam,Snack,motorcycle,Metropolitian,Night,Apr,1.0,0,36
31.0,4.6,10.43,15.0,No,Sunny,Jam,Snack,motorcycle,Metropolitian,Night,Mar,2.0,0,39
27.0,4.7,4.61,15.0,No,Sandstorms,Medium,Meal,motorcycle,Metropolitian,Night,Mar,0.0,1,28
32.0,4.2,9.31,4.8,No,Windy,Low,Drinks,motorcycle,Metropolitian,Night,Mar,1.0,0,24
33.0,4.9,19.91,15.0,No,Sunny,Medium,Buffet,motorcycle,Urban,Evening,Apr,0.0,1,22
37.0,4.6,17.1,15.0,No,Fog,Medium,Drinks,motorcycle,Metropolitian,Night,Mar,0.0,0,39
22.0,4.7,12.1,4.8,No,Stormy,Jam,Snack,motorcycle,Metropolitian,Night,Mar,1.0,0,26
27.0,4.9,19.04,5.4,No,Stormy,Jam,Buffet,motorcycle,Metropolitian,Night,Feb,1.0,1,22
31.0,4.4,7.68,9.6,No,Sandstorms,Jam,Snack,scooter,Metropolitian,Night,Apr,1.0,2,34
38.0,4.4,1.55,9.6,No,Stormy,Low,Drinks,motorcycle,Metropolitian,Morning,Mar,0.0,0,25
27.0,4.9,1.49,4.8,No,Sandstorms,High,Meal,scooter,Urban,Morning,Mar,0.0,1,20
23.0,4.1,1.53,15.0,No,Stormy,Low,Snack,motorcycle,Metropolitian,Morning,Mar,1.0,0,25
25.0,4.9,7.6,15.0,No,Stormy,Jam,Drinks,motorcycle,Urban,Night,Mar,0.0,2,15
31.0,4.6,6.15,9.6,No,Windy,Medium,Drinks,motorcycle,Metropolitian,Evening,Mar,1.0,0,30
39.0,3.6,19.36,4.8,No,Cloudy,Low,Drinks,motorcycle,Metropolitian,Night,Mar,1.0,1,31
35.0,4.9,7.66,10.2,No,Windy,Medium,Snack,motorcycle,Metropolitian,Evening,Mar,1.0,0,38
20.0,4.8,1.57,15.0,No,Cloudy,Low,Drinks,motorcycle,Metropolitian,Morning,Apr,1.0,0,17
24.0,4.4,13.58,10.2,No,Windy,Jam,Drinks,motorcycle,Metropolitian,Night,Mar,1.0,0,31
32.0,4.3,20.25,4.8,No,Fog,Jam,Snack,motorcycle,Metropolitian,Night,Mar,0.0,1,39
39.0,4.9,3.12,9.6,No,Sunny,High,Meal,motorcycle,Urban,Morning,Mar,1.0,1,19
22.0,4.9,3.11,15.0,No,Windy,Low,Snack,scooter,Urban,Morning,Mar,0.0,1,10
29.0,4.8,5.86,4.8,No,Sandstorms,High,Snack,motorcycle,Metropolitian,Evening,Feb,1.0,0,29
28.0,4.8,1.55,10.2,No,Fog,Low,Buffet,scooter,Metropolitian,Morning,Mar,1.0,2,19
29.0,4.8,13.18,15.0,No,Stormy,Low,Buffet,motorcycle,Metropolitian,Night,Feb,1.0,0,20
39.0,3.9,10.87,15.0,No,Windy,Jam,Meal,motorcycle,Metropolitian,Night,Mar,1.0,2,38
38.0,4.8,4.54,10.2,No,Sunny,Jam,Snack,motorcycle,Metropolitian,Night,Mar,1.0,0,20
22.0,4.7,1.49,10.2,No,Cloudy,Low,Buffet,scooter,Metropolitian,Morning,Mar,1.0,2,12
29.0,4.9,1.55,5.4,No,Sunny,Low,Drinks,motorcycle,Metropolitian,Morning,Mar,1.0,1,18
27.0,4.6,6.21,5.4,No,Cloudy,Medium,Snack,motorcycle,Metropolitian,Evening,Apr,1.0,0,22
39.0,4.5,13.61,4.8,No,Sunny,Jam,Meal,electric_scooter,Metropolitian,Night,Mar,1.0,2,34
24.0,4.6,12.42,4.8,No,Sandstorms,Jam,Meal,motorcycle,Metropolitian,Night,Mar,0.0,1,20
23.0,4.7,6.15,15.0,No,Sandstorms,High,Snack,scooter,Metropolitian,Evening,Mar,1.0,1,22
27.0,4.6,9.35,4.8,No,Sandstorms,Medium,Meal,motorcycle,Metropolitian,Evening,Mar,1.0,1,20
37.0,4.9,20.26,15.0,No,Windy,Jam,Buffet,motorcycle,Urban,Night,Apr,0.0,0,36
20.0,4.8,3.15,15.0,No,Fog,High,Drinks,scooter,Metropolitian,Morning,Mar,0.0,2,28
32.0,4.5,9.44,15.0,No,Stormy,Low,Snack,motorcycle,Metropolitian,Night,Mar,1.0,2,21
21.0,4.6,12.46,5.4,No,Cloudy,Jam,Meal,motorcycle,Metropolitian,Night,Mar,1.0,0,38
28.0,4.2,3.06,9.6,No,Sandstorms,Low,Snack,motorcycle,Metropolitian,Morning,Mar,0.0,0,15
36.0,4.8,6.21,4.8,No,Sandstorms,Medium,Drinks,motorcycle,Metropolitian,Evening,Apr,0.0,2,27
26.0,4.7,20.18,4.8,No,Windy,Jam,Meal,scooter,Urban,Night,Apr,0.0,2,16
38.0,4.8,11.92,15.0,No,Windy,Low,Drinks,scooter,Metropolitian,Night,Mar,1.0,2,19
32.0,5.0,9.31,10.2,No,Sunny,Low,Snack,motorcycle,Metropolitian,Night,Mar,1.0,2,17
21.0,4.9,4.66,9.6,No,Sandstorms,Medium,Buffet,motorcycle,Metropolitian,Night,Mar,0.0,1,28
36.0,5.0,11.72,15.0,No,Cloudy,Medium,Drinks,motorcycle,Metropolitian,Night,Feb,2.0,0,45
38.0,4.9,12.16,15.0,No,Fog,Jam,Meal,motorcycle,Metropolitian,Night,Mar,0.0,0,44
33.0,4.2,16.6,10.2,No,Windy,Jam,Buffet,electric_scooter,Metropolitian,Night,Mar,1.0,2,34
28.0,5.0,10.6,15.0,No,Stormy,Low,Buffet,motorcycle,Urban,Night,Apr,1.0,2,15
37.0,3.8,19.36,10.2,No,Windy,Medium,Drinks,electric_scooter,Metropolitian,Evening,Mar,0.0,2,36
22.0,4.6,9.18,4.8,No,Stormy,Low,Snack,motorcycle,Urban,Night,Mar,1.0,1,16
29.0,4.8,9.44,15.0,No,Sandstorms,Medium,Buffet,motorcycle,Metropolitian,Night,Apr,1.0,2,27
37.0,4.8,7.57,15.0,No,Sunny,Low,Meal,scooter,Metropolitian,Night,Mar,1.0,1,18
36.0,4.8,13.58,5.4,No,Windy,Jam,Meal,motorcycle,Metropolitian,Night,Mar,0.0,0,37
39.0,4.2,1.51,15.0,No,Sandstorms,High,Drinks,motorcycle,Metropolitian,Morning,Mar,1.0,0,44
37.0,4.7,16.83,15.0,No,Sandstorms,Low,Buffet,motorcycle,Urban,Night,Mar,0.0,0,28
29.0,4.8,5.86,15.0,No,Sunny,High,Drinks,scooter,Urban,Evening,Feb,0.0,2,12
39.0,4.1,16.6,10.2,No,Cloudy,Jam,Buffet,motorcycle,Semi-Urban,Night,Apr,1.0,2,48
24.0,5.0,7.46,10.2,No,Windy,Jam,Snack,scooter,Urban,Night,Feb,0.0,2,13
38.0,4.8,4.66,9.6,No,Sandstorms,Jam,Buffet,motorcycle,Metropolitian,Night,Mar,1.0,2,34
35.0,4.7,6.21,9.6,No,Stormy,Medium,Drinks,motorcycle,Metropolitian,Evening,Mar,1.0,2,27
36.0,4.1,8.81,15.0,No,Windy,Medium,Buffet,motorcycle,Urban,Evening,Feb,1.0,1,34
39.0,4.8,6.29,15.0,No,Stormy,High,Buffet,scooter,Metropolitian,Evening,Mar,1.0,2,28
29.0,4.1,16.83,10.2,No,Sandstorms,Medium,Snack,motorcycle,Metropolitian,Evening,Mar,1.0,0,34
37.0,4.6,9.16,10.2,No,Windy,Jam,Drinks,motorcycle,Metropolitian,Night,Feb,0.0,2,31
26.0,4.4,4.6,4.8,No,Windy,Low,Meal,motorcycle,Metropolitian,Night,Mar,1.0,0,16
24.0,4.7,10.6,5.4,No,Windy,Jam,Meal,scooter,Urban,Night,Mar,1.0,2,17
26.0,4.6,3.06,15.0,No,Sunny,Low,Meal,motorcycle,Metropolitian,Morning,Mar,0.0,0,19
24.0,4.7,14.15,9.6,No,Stormy,Jam,Drinks,motorcycle,Urban,Night,Mar,1.0,1,16
32.0,4.6,3.06,15.0,No,Sunny,High,Drinks,scooter,Urban,Morning,Mar,0.0,1,22
29.0,3.8,4.61,9.6,No,Sunny,Jam,Buffet,motorcycle,Metropolitian,Night,Mar,2.0,0,46
33.0,4.9,3.04,15.0,No,Windy,Low,Meal,scooter,Metropolitian,Morning,Mar,1.0,1,26
29.0,4.3,5.87,9.6,No,Stormy,High,Drinks,motorcycle,Metropolitian,Evening,Feb,1.0,0,33
20.0,3.9,7.56,4.8,No,Sunny,Jam,Drinks,motorcycle,Metropolitian,Night,Mar,2.0,0,49
38.0,4.9,10.6,4.8,No,Sunny,Medium,Drinks,motorcycle,Metropolitian,Evening,Mar,0.0,1,29
39.0,4.8,7.77,10.2,No,Sandstorms,Jam,Buffet,electric_scooter,Metropolitian,Night,Mar,0.0,2,26
34.0,4.6,10.43,9.6,No,Sunny,Low,Buffet,scooter,Metropolitian,Night,Mar,0.0,1,27
36.0,4.8,4.59,15.0,No,Cloudy,Low,Meal,scooter,Metropolitian,Night,Mar,1.0,1,15
38.0,5.0,5.96,4.8,No,Sandstorms,High,Snack,scooter,Metropolitian,Evening,Mar,0.0,2,31
37.0,4.8,9.27,15.0,No,Fog,Jam,Buffet,motorcycle,Metropolitian,Night,Feb,1.0,1,36
22.0,4.9,12.29,4.8,No,Stormy,Jam,Drinks,motorcycle,Urban,Night,Mar,1.0,2,15
34.0,3.9,10.88,4.8,No,Sandstorms,Medium,Buffet,motorcycle,Metropolitian,Night,Mar,1.0,1,31
26.0,4.6,7.45,15.0,No,Cloudy,Low,Drinks,scooter,Metropolitian,Night,Apr,1.0,2,19
33.0,4.8,12.29,4.8,No,Fog,Jam,Snack,motorcycle,Metropolitian,Night,Apr,2.0,0,47
23.0,4.8,1.53,4.8,No,Fog,Low,Meal,motorcycle,Metropolitian,Morning,Apr,1.0,0,16
24.0,4.8,10.76,4.8,No,Cloudy,Medium,Meal,scooter,Metropolitian,Night,Mar,0.0,1,29
27.0,4.6,14.02,4.8,No,Sunny,Low,Snack,motorcycle,Urban,Night,Mar,1.0,0,21
29.0,4.0,10.56,4.8,No,Fog,Jam,Buffet,scooter,Metropolitian,Night,Mar,1.0,2,33
31.0,3.2,20.51,5.4,No,Sunny,Low,Drinks,motorcycle,Metropolitian,Night,Feb,1.0,0,33
28.0,4.6,2.98,9.6,No,Sandstorms,Low,Buffet,motorcycle,Metropolitian,Morning,Apr,1.0,1,17
22.0,4.8,12.58,10.2,No,Sunny,Medium,Buffet,motorcycle,Metropolitian,Night,Apr,0.0,0,26
39.0,4.4,12.16,10.2,No,Cloudy,Low,Meal,scooter,Metropolitian,Night,Mar,1.0,2,33
33.0,4.4,6.05,9.6,No,Sandstorms,High,Meal,motorcycle,Urban,Evening,Apr,1.0,0,48
23.0,4.7,6.04,15.0,No,Stormy,High,Snack,scooter,Metropolitian,Evening,Mar,0.0,1,13
33.0,4.9,1.51,4.8,No,Cloudy,High,Buffet,motorcycle,Metropolitian,Morning,Mar,2.0,2,34
32.0,4.9,7.55,4.8,No,Sunny,Low,Buffet,electric_scooter,Urban,Night,Mar,0.0,2,15
24.0,4.9,12.46,15.0,No,Stormy,Low,Snack,motorcycle,Metropolitian,Night,Mar,1.0,0,22
27.0,4.8,4.56,15.0,No,Windy,Medium,Drinks,scooter,Metropolitian,Evening,Mar,1.0,2,27
34.0,4.9,3.11,4.8,No,Sunny,High,Meal,scooter,Urban,Morning,Mar,1.0,2,18
37.0,4.7,7.86,15.0,No,Fog,Jam,Drinks,scooter,Urban,Night,Feb,1.0,1,25
34.0,4.9,1.53,4.8,No,Fog,Low,Meal,scooter,Metropolitian,Morning,Mar,0.0,1,15
39.0,4.6,9.06,4.8,No,Stormy,Medium,Meal,scooter,Urban,Evening,Mar,1.0,2,26
22.0,3.1,10.6,15.0,Yes,Sunny,Low,Meal,motorcycle,Metropolitian,Night,Mar,1.0,2,42
25.0,4.6,17.3,15.0,No,Fog,Low,Buffet,motorcycle,Metropolitian,Night,Mar,1.0,0,23
35.0,5.0,7.66,4.8,No,Cloudy,Low,Meal,scooter,Metropolitian,Night,Mar,1.0,2,16
35.0,4.2,6.21,15.0,No,Windy,High,Snack,motorcycle,Metropolitian,Evening,Apr,1.0,0,34
35.0,4.9,9.31,15.0,No,Sunny,Low,Snack,motorcycle,Urban,Night,Mar,0.0,1,18
28.0,5.0,13.97,10.2,No,Stormy,Medium,Drinks,motorcycle,Metropolitian,Evening,Mar,1.0,1,25
20.0,4.7,13.77,15.0,No,Windy,Jam,Meal,motorcycle,Metropolitian,Night,Apr,1.0,0,37
23.0,4.9,3.11,9.6,No,Fog,Low,Meal,electric_scooter,Metropolitian,Morning,Mar,1.0,2,10
35.0,4.8,1.5,4.8,No,Sunny,Low,Meal,electric_scooter,Metropolitian,Morning,Feb,0.0,2,10
29.0,4.7,10.59,15.0,No,Cloudy,Jam,Drinks,motorcycle,Metropolitian,Night,Mar,0.0,0,48
29.0,4.9,4.53,5.4,No,Cloudy,Low,Buffet,scooter,Urban,Night,Mar,0.0,1,12
28.0,5.0,16.6,10.2,No,Windy,Medium,Drinks,motorcycle,Metropolitian,Evening,Mar,1.0,0,33
36.0,4.1,10.6,9.6,No,Stormy,Medium,Drinks,motorcycle,Metropolitian,Evening,Mar,2.0,1,38
37.0,5.0,6.15,15.0,No,Sandstorms,High,Meal,motorcycle,Metropolitian,Evening,Apr,0.0,0,35
36.0,4.7,6.29,9.6,No,Sunny,Medium,Drinks,scooter,Urban,Evening,Feb,1.0,2,21
29.0,5.0,7.6,15.0,No,Sunny,Low,Drinks,electric_scooter,Urban,Night,Mar,0.0,2,24
