,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Delivery_distance,Time_to_pick,Day,Month,Time_of_Day_Ordered
313,24.0,4.6,Windy,Medium,2,Snack,electric_scooter,0.0,No,BANG,24,12.42,10.2,23,3,Night
316,32.0,4.9,Sandstorms,Low,1,Buffet,scooter,1.0,No,HYD,24,13.83,15.0,18,3,Night
317,28.0,4.6,Stormy,Jam,2,Drinks,electric_scooter,0.0,No,HYD,16,19.98,4.8,31,3,Night
318,21.0,4.7,Windy,Jam,2,Drinks,scooter,1.0,No,JAP,27,19.37,10.2,4,4,Night
319,39.0,4.9,Fog,High,0,Drinks,motorcycle,1.0,No,AURG,25,3.05,4.8,17,2,Morning
321,20.0,4.5,Sandstorms,Jam,1,Buffet,scooter,1.0,No,MUM,25,9.18,4.8,28,3,Night
323,36.0,5.0,Fog,Low,2,Meal,scooter,1.0,No,JAP,15,1.49,5.4,15,3,Morning
325,32.0,4.5,Fog,Jam,0,Buffet,motorcycle,1.0,No,PUNE,30,7.66,4.8,3,9,Night
327,30.0,4.7,Windy,Low,0,Drinks,motorcycle,1.0,No,SUR,24,16.72,4.8,29,3,Night
329,23.0,4.6,Windy,Jam,0,Snack,motorcycle,1.0,No,INDO,27,13.61,4.8,29,3,Night
331,31.0,4.2,Windy,Medium,2,Meal,electric_scooter,1.0,No,INDO,32,9.07,9.6,3,5,Evening
333,20.0,4.5,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,SUR,29,7.6,4.8,3,3,Night
334,28.0,4.5,Sandstorms,Low,0,Snack,motorcycle,1.0,No,JAP,27,1.49,9.6,3,3,Morning
335,22.0,4.9,Cloudy,Low,1,Snack,motorcycle,0.0,No,MYS,11,1.55,4.8,24,3,Morning
336,20.0,4.7,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,HYD,13,9.22,4.8,15,3,Evening
337,34.0,4.8,Windy,Low,1,Buffet,scooter,1.0,No,RANCHI,27,19.62,4.8,3,12,Night
338,38.0,4.8,Windy,High,1,Snack,scooter,1.0,No,CHEN,25,6.21,5.4,13,3,Evening
340,32.0,4.5,Cloudy,High,2,Buffet,motorcycle,1.0,No,RANCHI,27,6.04,5.4,4,5,Evening
341,34.0,4.9,Sunny,Low,2,Snack,scooter,1.0,No,PUNE,26,16.85,9.6,3,2,Night
342,33.0,3.9,Windy,Medium,2,Meal,electric_scooter,1.0,No,INDO,32,13.61,4.8,3,8,Evening
343,34.0,4.5,Windy,Low,1,Meal,motorcycle,1.0,No,INDO,25,3.03,10.2,21,3,Morning
346,34.0,4.7,Sunny,Jam,0,Drinks,motorcycle,1.0,No,MYS,29,7.77,15.0,3,11,Night
347,26.0,4.6,Cloudy,Jam,1,Buffet,scooter,0.0,No,SUR,32,10.64,4.8,3,10,Night
348,31.0,4.0,Cloudy,Low,0,Drinks,motorcycle,1.0,No,BANG,35,12.42,10.2,3,12,Night
349,39.0,4.8,Sunny,High,0,Drinks,motorcycle,1.0,No,SUR,27,6.08,15.0,19,3,Evening
350,27.0,4.8,Sunny,Low,1,Meal,motorcycle,0.0,No,ALH,15,1.57,9.6,15,2,Morning
351,32.0,5.0,Cloudy,Jam,2,Buffet,scooter,1.0,No,HYD,27,7.68,15.0,3,9,Night
352,32.0,4.5,Stormy,Medium,0,Meal,motorcycle,1.0,No,KOL,30,7.57,4.8,13,2,Evening
353,39.0,4.1,Sunny,Medium,0,Snack,motorcycle,1.0,No,RANCHI,32,10.56,9.6,27,3,Night
354,36.0,4.8,Stormy,Low,2,Meal,electric_scooter,0.0,No,PUNE,25,1.53,4.8,21,3,Morning
357,38.0,3.7,Stormy,Jam,1,Meal,motorcycle,1.0,No,PUNE,31,16.85,10.2,25,3,Night
358,28.0,4.7,Stormy,High,2,Drinks,scooter,1.0,No,RANCHI,28,3.02,15.0,3,1,Morning
359,34.0,3.8,Stormy,Medium,1,Meal,scooter,0.0,No,PUNE,31,16.85,15.0,3,10,Night
360,32.0,4.9,Cloudy,Low,1,Buffet,motorcycle,1.0,No,CHEN,29,17.07,10.2,27,3,Night
361,22.0,4.7,Windy,Low,1,Buffet,motorcycle,0.0,No,JAP,17,8.94,5.4,3,11,Night
362,31.0,4.0,Windy,Medium,0,Drinks,motorcycle,3.0,Yes,KOL,45,13.62,10.2,14,2,Evening
364,29.0,4.9,Windy,Jam,1,Drinks,scooter,0.0,No,COIMB,24,17.14,10.2,20,3,Night
365,38.0,4.8,Sandstorms,Jam,0,Meal,motorcycle,3.0,No,COIMB,44,9.35,15.0,28,3,Night
366,35.0,4.8,Cloudy,Jam,2,Snack,motorcycle,2.0,No,SUR,36,7.6,15.0,4,1,Night
367,31.0,4.9,Sunny,Jam,0,Meal,motorcycle,0.0,No,BANG,28,4.66,4.8,4,3,Night
368,30.0,4.3,Windy,Medium,1,Drinks,scooter,2.0,No,CHEN,37,13.97,5.4,3,6,Night
370,33.0,4.8,Stormy,Low,2,Drinks,motorcycle,0.0,No,HYD,23,13.83,15.0,3,10,Night
371,29.0,4.6,Sandstorms,Low,0,Meal,motorcycle,0.0,No,DEH,22,10.28,15.0,18,2,Night
372,38.0,4.6,Stormy,High,2,Snack,scooter,1.0,No,MUM,26,6.12,10.2,17,3,Evening
373,26.0,4.9,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,RANCHI,34,9.06,4.8,13,3,Night
374,39.0,4.8,Sandstorms,Medium,2,Buffet,scooter,0.0,No,VAD,26,6.29,15.0,17,3,Evening
377,26.0,4.7,Windy,Low,2,Snack,motorcycle,0.0,No,JAP,14,8.94,10.2,3,9,Night
378,35.0,4.7,Cloudy,Medium,2,Meal,motorcycle,1.0,No,INDO,17,6.05,4.8,3,3,Evening
379,36.0,4.2,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,BANG,37,4.66,4.8,4,1,Night
380,24.0,2.6,Sunny,Low,1,Drinks,motorcycle,1.0,Yes,VAD,42,16.66,15.0,4,6,Night
382,33.0,4.3,Cloudy,Medium,1,Meal,motorcycle,1.0,No,MUM,34,16.83,10.2,4,2,Evening
383,26.0,4.6,Windy,Medium,1,Buffet,motorcycle,1.0,No,AURG,25,16.79,15.0,14,2,Night
384,32.0,5.0,Windy,Jam,1,Buffet,scooter,1.0,No,CHEN,30,17.07,15.0,3,4,Night
385,37.0,4.9,Fog,Jam,0,Meal,motorcycle,2.0,No,JAP,48,13.4,15.0,20,3,Night
387,31.0,4.8,Stormy,Low,1,Drinks,scooter,0.0,No,COIMB,28,20.25,4.8,27,3,Night
388,37.0,4.6,Stormy,Medium,1,Buffet,motorcycle,1.0,No,CHEN,26,13.97,4.8,3,10,Evening
389,26.0,4.7,Sunny,Jam,2,Drinks,scooter,0.0,No,MUM,16,16.83,15.0,3,6,Night
390,37.0,4.8,Cloudy,Jam,0,Meal,motorcycle,0.0,No,INDO,25,4.54,5.4,3,7,Night
391,22.0,4.6,Sunny,Jam,2,Drinks,motorcycle,0.0,No,RANCHI,22,20.44,10.2,4,4,Night
392,21.0,4.4,Windy,Low,0,Drinks,motorcycle,0.0,No,SUR,15,4.56,15.0,4,3,Night
393,22.0,4.0,Sandstorms,Low,0,Snack,motorcycle,1.0,No,BANG,28,1.55,10.2,13,3,Morning
394,38.0,4.5,Windy,Low,1,Meal,motorcycle,1.0,No,CHEN,20,1.55,5.4,28,3,Morning
395,28.0,4.0,Stormy,High,0,Buffet,motorcycle,1.0,No,CHEN,32,6.21,15.0,15,3,Evening
396,29.0,4.7,Sandstorms,Jam,1,Meal,scooter,0.0,No,VAD,17,20.44,4.8,4,4,Night
397,31.0,4.9,Cloudy,High,1,Drinks,motorcycle,1.0,No,VAD,38,6.06,15.0,28,3,Evening
398,24.0,4.8,Cloudy,Low,2,Snack,scooter,0.0,No,SUR,14,3.04,10.2,3,1,Morning
399,33.0,4.8,Windy,Medium,1,Buffet,motorcycle,1.0,No,VAD,26,6.29,15.0,13,3,Evening
400,26.0,4.9,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,PUNE,30,13.79,5.4,4,2,Night
402,20.0,4.7,Cloudy,Jam,1,Snack,scooter,1.0,No,COIMB,29,7.79,15.0,15,3,Night
403,29.0,4.8,Windy,Low,1,Buffet,scooter,0.0,No,SUR,12,19.76,5.4,4,6,Night
404,32.0,4.0,Windy,Medium,0,Buffet,motorcycle,3.0,Yes,BANG,49,10.87,4.8,23,3,Night
405,20.0,4.9,Fog,Medium,0,Meal,motorcycle,1.0,No,VAD,42,16.66,9.6,25,3,Evening
408,34.0,4.6,Sandstorms,High,2,Meal,electric_scooter,1.0,No,GOA,27,6.18,5.4,17,2,Evening
409,27.0,4.5,Stormy,Low,1,Snack,motorcycle,0.0,No,JAP,13,2.98,4.8,4,3,Morning
410,29.0,5.0,Windy,Jam,1,Drinks,motorcycle,1.0,No,KOL,25,10.59,15.0,2,12,Night
411,24.0,4.9,Windy,Jam,2,Drinks,motorcycle,1.0,No,SUR,24,19.76,15.0,4,4,Night
412,21.0,4.9,Cloudy,Low,1,Buffet,motorcycle,0.0,No,INDO,12,1.51,15.0,3,5,Morning
413,33.0,4.4,Windy,Low,0,Drinks,motorcycle,1.0,No,LUDH,24,1.47,15.0,13,2,Morning
414,35.0,4.7,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,RANCHI,29,9.06,10.2,3,1,Night
415,35.0,4.7,Stormy,Low,2,Snack,scooter,1.0,No,COIMB,18,12.46,4.8,31,3,Night
418,29.0,4.8,Cloudy,Low,1,Drinks,motorcycle,1.0,No,MUM,23,10.71,10.2,4,6,Night
419,21.0,4.9,Windy,Low,0,Buffet,motorcycle,1.0,No,PUNE,19,12.26,4.8,23,3,Night
420,29.0,4.6,Windy,Jam,0,Meal,motorcycle,1.0,No,BANG,29,17.08,4.8,4,4,Night
421,22.0,4.7,Sunny,Jam,0,Snack,motorcycle,0.0,No,BANG,24,13.97,15.0,20,3,Night
424,23.0,4.9,Stormy,High,2,Snack,scooter,0.0,No,MYS,22,1.55,15.0,3,11,Morning
426,33.0,4.1,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,COIMB,43,12.46,5.4,3,10,Night
427,35.0,4.6,Windy,Medium,2,Meal,scooter,1.0,No,HYD,26,16.9,15.0,3,2,Night
428,21.0,4.7,Windy,Medium,1,Buffet,scooter,0.0,No,COIMB,27,4.67,15.0,24,3,Evening
429,39.0,4.4,Fog,Low,0,Meal,motorcycle,2.0,No,CHEN,35,13.97,10.2,23,3,Night
430,34.0,4.8,Windy,Low,2,Drinks,scooter,1.0,No,CHEN,27,7.76,4.8,26,3,Night
431,29.0,4.9,Cloudy,High,0,Drinks,motorcycle,1.0,No,SUR,27,6.08,15.0,15,3,Evening
432,20.0,4.7,Fog,Low,1,Buffet,scooter,0.0,No,MUM,17,3.06,4.8,19,3,Morning
433,20.0,4.8,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,ALH,17,11.01,15.0,2,12,Night
435,37.0,4.7,Fog,Jam,2,Buffet,scooter,1.0,No,DEH,39,19.09,10.2,2,12,Night
437,26.0,5.0,Sunny,Medium,0,Drinks,motorcycle,1.0,No,HYD,18,16.9,4.8,4,4,Evening
439,21.0,4.7,Fog,Low,2,Drinks,scooter,0.0,No,PUNE,28,13.79,10.2,3,10,Night
441,39.0,4.6,Sandstorms,Medium,2,Buffet,motorcycle,0.0,No,RANCHI,32,4.53,15.0,3,11,Night
442,39.0,5.0,Cloudy,Low,0,Meal,motorcycle,1.0,No,BANG,41,20.18,4.8,3,2,Night
444,33.0,4.8,Fog,Medium,2,Drinks,scooter,0.0,No,CHEN,16,4.66,5.4,3,7,Night
445,33.0,4.8,Fog,Jam,0,Meal,motorcycle,3.0,No,HYD,48,19.98,10.2,3,10,Night
446,37.0,4.7,Cloudy,Medium,1,Buffet,motorcycle,0.0,No,BANG,40,10.87,15.0,4,6,Evening
447,20.0,4.6,Stormy,Low,1,Drinks,motorcycle,0.0,No,COIMB,11,3.12,10.2,3,3,Morning
450,27.0,4.6,Sunny,High,2,Buffet,electric_scooter,0.0,No,COIMB,16,3.12,10.2,3,7,Morning
451,37.0,4.9,Fog,Medium,1,Drinks,scooter,0.0,No,VAD,15,7.57,15.0,3,9,Evening
453,25.0,4.7,Fog,Low,1,Snack,motorcycle,0.0,No,COIMB,11,9.35,9.6,17,3,Night
454,37.0,4.7,Cloudy,Low,0,Meal,motorcycle,1.0,No,AURG,22,7.63,9.6,17,2,Night
457,36.0,4.7,Cloudy,Low,2,Snack,electric_scooter,0.0,No,HYD,16,3.07,15.0,3,11,Morning
460,28.0,4.7,Fog,Jam,1,Snack,scooter,1.0,No,COIMB,31,10.91,15.0,14,3,Night
461,36.0,4.0,Windy,Low,0,Buffet,motorcycle,0.0,No,VAD,33,3.15,9.6,30,3,Morning
462,20.0,4.7,Stormy,Low,2,Drinks,scooter,1.0,No,CHEN,16,7.76,5.4,17,3,Night
463,22.0,4.7,Windy,Low,0,Buffet,motorcycle,1.0,No,PUNE,16,16.85,10.2,4,6,Night
465,34.0,4.8,Cloudy,Low,2,Buffet,electric_scooter,1.0,No,SUR,18,1.52,4.8,4,5,Morning
466,25.0,4.8,Windy,Medium,1,Drinks,scooter,0.0,No,VAD,26,16.66,15.0,14,3,Night
467,38.0,5.0,Sandstorms,Jam,1,Meal,scooter,1.0,No,AURG,34,7.63,15.0,15,2,Night
468,34.0,3.5,Windy,Medium,2,Snack,motorcycle,1.0,No,JAP,32,11.92,5.4,31,3,Evening
469,24.0,4.9,Windy,Jam,1,Drinks,motorcycle,0.0,No,VAD,22,16.66,4.8,20,3,Night
470,33.0,4.6,Windy,Jam,0,Snack,motorcycle,2.0,Yes,RANCHI,50,13.58,10.2,3,12,Night
472,25.0,4.6,Stormy,Medium,0,Drinks,motorcycle,0.0,No,KOL,23,9.08,9.6,15,2,Evening
473,23.0,4.9,Windy,High,0,Buffet,motorcycle,1.0,No,VAD,19,6.06,4.8,4,5,Evening
474,34.0,4.9,Stormy,Low,1,Snack,motorcycle,1.0,No,LUDH,25,7.33,15.0,17,2,Night
475,25.0,4.7,Fog,Medium,2,Snack,scooter,1.0,No,HYD,37,10.76,5.4,31,3,Night
476,28.0,4.9,Sandstorms,Low,2,Drinks,electric_scooter,0.0,No,ALH,10,13.48,4.8,2,12,Night
477,34.0,3.7,Stormy,Jam,1,Buffet,scooter,1.0,No,PUNE,34,16.85,10.2,27,3,Night
478,24.0,4.5,Stormy,Low,1,Meal,scooter,1.0,No,JAP,14,16.38,10.2,3,8,Night
480,38.0,4.6,Sandstorms,Jam,1,Buffet,scooter,1.0,No,MUM,30,9.18,9.6,21,3,Night
481,32.0,4.8,Sunny,Medium,1,Buffet,motorcycle,0.0,No,DEH,17,13.22,15.0,16,2,Evening
486,39.0,4.8,Windy,Jam,1,Buffet,scooter,1.0,No,VAD,29,11.01,15.0,3,12,Night
488,33.0,4.8,Stormy,Low,2,Buffet,electric_scooter,1.0,No,INDO,28,4.54,10.2,24,3,Night
489,37.0,4.9,Sandstorms,Jam,1,Drinks,scooter,0.0,No,ALH,27,4.49,15.0,2,11,Night
491,24.0,4.6,Sandstorms,Low,0,Snack,motorcycle,1.0,No,COIMB,16,14.02,5.4,27,3,Night
492,36.0,5.0,Sandstorms,Jam,0,Meal,motorcycle,2.0,No,AURG,43,12.21,5.4,14,2,Night
493,22.0,4.7,Fog,Medium,0,Snack,motorcycle,3.0,No,VAD,44,13.63,4.8,3,4,Evening
496,33.0,4.7,Fog,Low,2,Drinks,scooter,1.0,No,BANG,18,3.11,4.8,4,5,Morning
497,27.0,4.1,Stormy,Low,0,Drinks,motorcycle,0.0,No,RANCHI,16,3.02,5.4,3,11,Morning
499,30.0,4.2,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,SUR,46,10.64,5.4,4,6,Night
500,22.0,4.8,Sunny,Medium,0,Buffet,motorcycle,0.0,No,VAD,26,12.58,10.2,4,6,Night
501,20.0,4.9,Stormy,Medium,1,Drinks,scooter,1.0,No,COIMB,17,10.91,4.8,4,2,Evening
502,31.0,4.4,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,BANG,44,10.87,4.8,3,12,Night
504,39.0,4.9,Windy,Jam,0,Snack,motorcycle,2.0,No,JAP,43,11.92,10.2,14,3,Night
505,32.0,4.7,Fog,Low,0,Meal,motorcycle,1.0,No,HYD,41,16.9,15.0,31,3,Night
506,23.0,4.2,Windy,Medium,0,Drinks,motorcycle,0.0,No,RANCHI,34,11.01,9.6,16,3,Night
507,30.0,3.8,Windy,Jam,2,Buffet,scooter,1.0,Yes,SUR,40,12.16,9.6,18,3,Night
508,26.0,4.7,Windy,Low,2,Meal,scooter,0.0,No,INDO,16,3.02,5.4,3,5,Morning
510,21.0,4.9,Stormy,High,2,Buffet,motorcycle,0.0,No,SUR,13,1.52,9.6,13,3,Morning
511,23.0,4.6,Stormy,Medium,2,Drinks,scooter,1.0,No,COIMB,29,4.67,15.0,21,3,Night
512,22.0,4.9,Sandstorms,High,1,Meal,motorcycle,1.0,No,SUR,24,3.04,9.6,3,3,Morning
513,39.0,4.5,Cloudy,Medium,2,Drinks,motorcycle,1.0,No,SUR,16,4.56,9.6,30,3,Night
514,32.0,4.1,Stormy,Jam,1,Drinks,scooter,1.0,No,CHEN,34,7.76,4.8,24,3,Night
515,25.0,4.7,Stormy,Jam,1,Drinks,motorcycle,0.0,No,JAP,20,16.39,15.0,25,3,Night
516,30.0,5.0,Fog,High,1,Snack,motorcycle,1.0,No,SUR,28,6.08,15.0,30,3,Evening
518,26.0,4.7,Stormy,Low,2,Snack,scooter,0.0,No,COIMB,14,14.02,15.0,4,6,Night
519,30.0,4.6,Windy,High,2,Snack,motorcycle,1.0,No,COIMB,30,6.23,4.8,21,3,Evening
520,31.0,4.3,Windy,Low,0,Drinks,motorcycle,1.0,No,AGR,25,2.98,15.0,2,11,Morning
521,33.0,4.8,Sunny,Low,1,Buffet,motorcycle,0.0,No,INDO,28,12.1,10.2,18,3,Night
522,20.0,5.0,Sunny,Low,1,Drinks,scooter,0.0,No,MUM,17,9.18,4.8,15,3,Night
524,20.0,4.9,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,PUNE,36,13.79,15.0,18,3,Evening
526,38.0,4.1,Sandstorms,Jam,2,Snack,scooter,2.0,No,AGR,38,14.15,10.2,16,2,Night
527,37.0,4.7,Cloudy,Jam,0,Meal,motorcycle,0.0,No,VAD,25,9.09,9.6,3,11,Night
529,39.0,3.5,Cloudy,Low,2,Meal,motorcycle,0.0,No,BANG,32,12.42,4.8,16,3,Night
530,31.0,4.0,Cloudy,Jam,1,Snack,scooter,0.0,No,HYD,42,12.29,15.0,4,6,Night
531,30.0,4.9,Sunny,Low,0,Snack,motorcycle,1.0,No,HYD,27,7.68,5.4,3,5,Night
532,27.0,4.9,Sandstorms,Jam,2,Drinks,motorcycle,1.0,No,KOL,25,13.62,9.6,18,2,Night
535,35.0,4.5,Windy,Low,0,Meal,motorcycle,1.0,No,AGR,22,19.34,4.8,18,2,Night
537,37.0,4.8,Stormy,Low,2,Buffet,scooter,1.0,No,COIMB,16,12.46,4.8,3,2,Night
538,34.0,4.9,Sunny,Jam,0,Meal,motorcycle,1.0,No,JAP,25,4.47,5.4,26,3,Night
541,29.0,4.7,Sunny,Medium,0,Snack,motorcycle,1.0,No,INDO,20,7.56,10.2,4,1,Night
542,20.0,4.9,Stormy,Low,1,Meal,motorcycle,1.0,No,VAD,11,3.15,9.6,4,3,Morning
544,34.0,4.5,Cloudy,Jam,0,Snack,motorcycle,2.0,Yes,RANCHI,44,12.58,5.4,4,6,Night
545,34.0,4.9,Fog,Low,1,Snack,motorcycle,1.0,No,AURG,19,7.63,15.0,2,11,Night
546,21.0,4.7,Stormy,Jam,2,Buffet,scooter,1.0,No,PUNE,11,4.6,4.8,28,3,Night
547,35.0,4.6,Windy,Low,0,Snack,motorcycle,1.0,No,COIMB,23,10.91,10.2,4,6,Night
548,20.0,4.7,Stormy,Low,2,Snack,electric_scooter,0.0,No,JAP,12,16.38,5.4,3,12,Night
549,24.0,4.1,Cloudy,Jam,2,Buffet,electric_scooter,1.0,No,MUM,39,19.88,15.0,29,3,Night
550,25.0,4.5,Windy,High,1,Snack,scooter,1.0,No,BANG,16,6.21,4.8,15,3,Evening
551,22.0,4.8,Cloudy,Low,2,Drinks,scooter,1.0,No,MUM,17,4.59,4.8,19,3,Night
552,38.0,4.7,Windy,Medium,1,Meal,motorcycle,0.0,No,RANCHI,24,13.58,10.2,14,3,Night
553,29.0,4.3,Cloudy,High,1,Meal,scooter,1.0,No,BANG,33,6.21,15.0,30,3,Evening
554,24.0,4.8,Sandstorms,Medium,1,Snack,scooter,1.0,No,BANG,29,17.08,15.0,29,3,Night
555,36.0,4.8,Fog,Medium,0,Buffet,motorcycle,1.0,No,DEH,42,20.56,15.0,18,2,Evening
556,31.0,4.7,Windy,Low,2,Buffet,electric_scooter,1.0,No,JAP,28,7.45,4.8,3,9,Night
557,20.0,4.8,Fog,Jam,1,Snack,scooter,1.0,No,MYS,25,4.66,10.2,3,9,Night
558,25.0,4.6,Sunny,Medium,1,Snack,scooter,0.0,No,BHP,16,7.55,5.4,2,11,Night
559,23.0,5.0,Sandstorms,Low,1,Meal,scooter,1.0,No,BANG,11,17.08,9.6,23,3,Night
561,21.0,4.7,Cloudy,Medium,0,Snack,motorcycle,0.0,No,MYS,35,17.1,15.0,3,4,Night
562,32.0,4.7,Stormy,Medium,2,Drinks,scooter,1.0,No,INDO,25,6.05,4.8,3,1,Evening
563,36.0,4.9,Sunny,Jam,1,Drinks,motorcycle,1.0,No,RANCHI,15,19.62,4.8,25,3,Night
564,38.0,4.8,Cloudy,Jam,1,Snack,motorcycle,3.0,No,COIMB,49,10.91,4.8,3,2,Night
565,34.0,4.3,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,BANG,35,17.08,10.2,29,3,Night
566,23.0,2.5,Sunny,Low,1,Buffet,motorcycle,1.0,No,SUR,34,16.72,15.0,20,3,Night
567,32.0,3.6,Stormy,Jam,2,Meal,scooter,1.0,No,MYS,39,20.21,4.8,4,6,Night
569,22.0,4.6,Sunny,Jam,2,Buffet,motorcycle,1.0,No,MYS,11,12.44,15.0,4,4,Night
570,34.0,3.9,Cloudy,Low,2,Drinks,electric_scooter,1.0,No,MYS,33,12.44,10.2,3,10,Night
571,39.0,4.8,Cloudy,Jam,0,Meal,motorcycle,1.0,No,RANCHI,47,19.62,5.4,18,3,Night
572,21.0,5.0,Cloudy,Low,1,Buffet,motorcycle,0.0,No,JAP,25,11.92,9.6,3,10,Night
573,34.0,3.9,Fog,Low,2,Meal,scooter,1.0,No,HYD,37,13.83,4.8,29,3,Night
575,28.0,4.9,Windy,Medium,1,Meal,motorcycle,1.0,No,CHEN,15,12.42,9.6,3,2,Night
577,21.0,4.7,Sandstorms,Jam,1,Meal,motorcycle,0.0,No,BANG,29,20.18,10.2,23,3,Night
578,30.0,4.6,Fog,High,2,Snack,electric_scooter,1.0,No,INDO,30,3.03,15.0,28,3,Morning
579,36.0,5.0,Fog,Low,2,Drinks,scooter,1.0,No,COIMB,16,9.35,10.2,3,1,Night
580,25.0,4.5,Cloudy,Low,0,Meal,motorcycle,0.0,No,PUNE,24,1.53,10.2,3,3,Morning
581,38.0,4.3,Sunny,Jam,2,Snack,scooter,0.0,No,BANG,31,17.08,15.0,3,2,Night
582,24.0,5.0,Sunny,High,2,Drinks,scooter,0.0,No,MUM,12,6.12,15.0,4,3,Evening
583,31.0,4.0,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,MYS,34,9.44,15.0,21,3,Evening
584,31.0,4.7,Sunny,Medium,2,Snack,electric_scooter,1.0,No,VAD,29,12.12,4.8,27,3,Night
585,27.0,4.6,Sunny,Jam,2,Drinks,motorcycle,0.0,No,HYD,13,10.76,4.8,4,2,Night
586,23.0,4.8,Fog,Low,1,Buffet,motorcycle,1.0,No,BANG,11,3.11,10.2,15,3,Morning
588,25.0,4.7,Sandstorms,Medium,2,Meal,scooter,1.0,No,BANG,23,20.18,5.4,20,3,Evening
589,38.0,4.5,Windy,Low,2,Drinks,electric_scooter,0.0,No,INDO,24,1.51,4.8,28,3,Morning
590,32.0,4.8,Sunny,Medium,0,Drinks,motorcycle,0.0,No,COIMB,26,12.46,9.6,27,3,Evening
592,35.0,4.9,Sandstorms,Jam,2,Drinks,scooter,1.0,No,VAD,31,4.54,15.0,19,3,Night
593,35.0,4.1,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,MYS,46,17.1,15.0,3,2,Evening
594,34.0,4.8,Sunny,Medium,1,Snack,scooter,0.0,No,ALH,18,9.44,9.6,2,11,Night
595,22.0,3.5,Sunny,Low,2,Meal,motorcycle,0.0,No,PUNE,33,10.73,9.6,25,3,Night
597,28.0,4.9,Stormy,Medium,2,Snack,scooter,1.0,No,BANG,24,7.76,5.4,3,7,Evening
598,35.0,3.6,Fog,Low,2,Meal,motorcycle,0.0,No,RANCHI,34,10.56,15.0,4,4,Night
602,26.0,5.0,Cloudy,Low,1,Buffet,scooter,1.0,No,ALH,10,4.49,15.0,17,2,Night
603,36.0,4.4,Cloudy,Medium,1,Snack,motorcycle,1.0,No,BANG,31,17.07,9.6,16,3,Evening
604,26.0,4.6,Stormy,Jam,0,Drinks,motorcycle,1.0,No,COIMB,32,4.67,15.0,4,1,Night
606,25.0,4.3,Cloudy,Medium,2,Meal,scooter,0.0,No,JAP,37,13.41,4.8,3,8,Night
608,30.0,4.7,Sandstorms,Medium,2,Meal,motorcycle,0.0,No,ALH,24,12.58,9.6,14,2,Evening
611,33.0,4.2,Cloudy,High,2,Meal,scooter,1.0,No,CHEN,39,3.1,10.2,30,3,Morning
612,39.0,4.9,Stormy,Medium,1,Buffet,motorcycle,1.0,No,COIMB,26,12.46,4.8,4,4,Evening
613,34.0,4.5,Sandstorms,Jam,2,Snack,motorcycle,0.0,No,MYS,28,4.66,4.8,4,3,Night
614,37.0,4.2,Windy,Low,0,Buffet,motorcycle,1.0,No,HYD,30,4.61,15.0,19,3,Night
615,36.0,4.8,Cloudy,Low,0,Meal,motorcycle,1.0,No,JAP,20,4.47,9.6,13,3,Night
616,29.0,4.9,Fog,Jam,0,Meal,motorcycle,2.0,No,PUNE,45,10.72,15.0,20,3,Night
617,30.0,4.4,Fog,Low,2,Buffet,electric_scooter,1.0,No,SUR,35,16.72,15.0,4,2,Night
619,21.0,4.8,Stormy,Low,1,Meal,motorcycle,1.0,No,PUNE,13,10.72,10.2,23,3,Night
620,24.0,4.2,Cloudy,Medium,2,Drinks,scooter,1.0,No,BANG,35,20.18,15.0,20,3,Night
621,28.0,4.9,Sunny,Jam,0,Snack,motorcycle,1.0,No,INDO,25,12.1,9.6,16,3,Night
622,39.0,4.9,Stormy,Low,0,Snack,motorcycle,1.0,No,AURG,21,17.3,5.4,14,2,Night
623,21.0,5.0,Sandstorms,Low,1,Meal,scooter,0.0,No,RANCHI,11,12.07,5.4,3,12,Night
625,35.0,4.8,Windy,Medium,2,Buffet,scooter,1.0,No,AURG,29,4.58,9.6,13,2,Evening
626,25.0,4.5,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,KOL,20,12.11,15.0,14,2,Night
629,28.0,4.7,Fog,Low,1,Meal,scooter,1.0,No,MYS,25,17.1,10.2,4,4,Night
630,31.0,4.8,Sunny,Jam,1,Meal,motorcycle,1.0,No,RANCHI,22,10.57,9.6,3,6,Night
631,28.0,4.5,Sunny,Medium,2,Buffet,scooter,1.0,No,JAP,16,10.43,5.4,31,3,Night
